Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Marcus Erken,https://www.crunchbase.com/person/marcus-erken,"Individual/Angel, Investment Partner",10,1,"Berlin, Berlin, Germany","Early Stage Venture, Seed","Happy and curious. Marcus is a founding partner of Sunfish Partners, an early stage VC that invests in deep tech startups from Central and ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://erken.vc,https://www.linkedin.com/in/erken/,10,,
Alexander Ljung,https://www.crunchbase.com/person/alexander-ljung,Individual/Angel,10,1,"Berlin, Berlin, Germany",Seed,Alexander Ljung is the Chairman and Co-Founder of Dance. He co-founded SoundCloud Limited in 2007 and serves as its Chief Executive Officer ...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/alexanderljung,10,,
Christoph Lymbersky,https://www.crunchbase.com/person/christoph-lymbersky,Individual/Angel,10,,"Hamburg, Hamburg, Germany","Early Stage Venture, Late Stage Venture, Seed","Prior to founding GLOBAL VENTURES, Christoph was a partner at M2P Venture & Capital Partners, CEO of Deutsche Telekom Strategic Investments ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://www.Lymbersky.com,https://www.linkedin.com/in/dr-christoph-lymbersky-8b81786,10,1,
Jan Dzulko,https://www.crunchbase.com/person/jan-dzulko,Individual/Angel,10,,"Berlin, Berlin, Germany",Seed,Jan Dzulko is the Founder and Chief Executive Officer of Everphone. He previously worked at M Cube Incubator as a Chief Executive Officer. J...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jandzulko,10,,
Louis Pfitzner,https://www.crunchbase.com/person/louis-pfitzner,Individual/Angel,10,2,"Berlin, Berlin, Germany","Early Stage Venture, Seed, Venture","Co-CEO at CleanHub, entrepreneur (Salonmeister / Treatwell, CAYA, Delivery Hero) and Angel Investor. Passionate about company building (mark...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/louis-pfitzner-1869342a,9,,
Philipp Kreibohm,https://www.crunchbase.com/person/dr-philipp-kreibohm,Individual/Angel,10,3,"Berlin, Berlin, Germany",Seed,"Philipp Kreibohm - born in 1976. After completion of his law studies and PhD at FU Berlin he co-founded Mundwerk AG in Berlin in 2001, which...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,7,,
Frank Freund,https://www.crunchbase.com/person/frank-freund,Individual/Angel,10,2,"Berlin, Berlin, Germany",Seed,Frank Freund is CFO & founder at SavingGlobal.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ffreund,8,,
Matthias Wilrich,https://www.crunchbase.com/person/matthias-wilrich,Individual/Angel,10,2,"Berlin, Berlin, Germany","Early Stage Venture, Seed",Matthias Wilrich is the VP Vehicles and Supply Chain at TIER Mobility.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/matthias-wilrich-2a142aa1,9,,
Judith Williams,https://www.crunchbase.com/person/judith-williams-bbca,Individual/Angel,10,1,"Munich, Bayern, Germany",,Judith Williams,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,10,1,
Nicolaus Schefenacker,https://www.crunchbase.com/person/nicolaus-schefenacker,"Individual/Angel, Investment Partner",10,,"Berlin, Berlin, Germany",,Nicolaus Schefenacker is the Co-founder and managing director at Sennder.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/nicolausschefenacker/,9,,
Janosch Kühn,https://www.crunchbase.com/person/janosch-sadowski,Individual/Angel,10,1,"Berlin, Berlin, Germany",Early Stage Venture,"Entrepreneur and investor | Speaker and interview requests: media@blncapital.com In 2016, I co-founded Kolibri Games, a Berlin-based mobile...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.blncapital.com/,https://www.linkedin.com/in/janoschkuehn/,10,,
David Schneider,https://www.crunchbase.com/person/david-schneider-3,Individual/Angel,9,,"Berlin, Berlin, Germany",Seed,David Schneider is the Co-Founder and Co-CEO of Zalando SE. He previously worked at Gondrand International AG as a Key-Account-Manager. Davi...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/david-schneider-340097124,8,1,
Maximilian Viessmann,https://www.crunchbase.com/person/maximilian-viessmann,Individual/Angel,9,,"Berlin, Berlin, Germany",,Max Viessmann is Co-CEO and Member of the Board of the ‘Viessmann Group’ as well as CEO of VC/O. As the Co-CEO he continues to drive the Gr...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/maximilianviessmann/,6,,
Tamaz Georgadze,https://www.crunchbase.com/person/tamaz-georgadze,Individual/Angel,9,2,"Frankfurt, Hessen, Germany",Seed,"Tamaz Georgadze As CEO he leads Raisin and takes in particular care of partner bank acquisition, business development, legal and regional ex...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/tamas-giorgadse-91a33b2/,8,,
Jens Hilgers,https://www.crunchbase.com/person/jens-hilgers,"Individual/Angel, Investment Partner",9,2,"Berlin, Berlin, Germany",,"Jens Hilgers a serial entrepreneur with His primary interest in esports, videogames and online technologies. Having build his first videogam...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/jenshilgers,7,,
Niklas Jansen,https://www.crunchbase.com/person/niklas-jansen,"Individual/Angel, Investment Partner",9,2,"Berlin, Berlin, Germany",,"Niklas is the Co-founder of Blinkist, a bite-sized-learning service that condenses knowledge from great nonfiction into powerful little pack...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/niklasjansen/,9,,
Moritz Thiele,https://www.crunchbase.com/person/moritz-thiele,Individual/Angel,9,,"Hamburg, Hamburg, Germany",,Moritz Thiele,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/moritz-thiele,7,,
Bastian Nominacher,https://www.crunchbase.com/person/bastian-nominacher,Individual/Angel,9,1,"Munich, Bayern, Germany",,"Co-Founder and Co-CEO Responsible for EMEA & APAC, global operations, finance, HR and the overall direction for Celonis.","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/bastian-nominacher-82ba94b8/,9,,
Jens Schumann,https://www.crunchbase.com/person/jens-schumann-5aa4,Individual/Angel,9,1,"Germany, Europe",Seed,"Jens Schumann, born on 6 June 1973, was appointed Chairman of the Supervisory Board of LOTTO24 AG on 19 June 2020. Before that, since 2 May ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jens-schumann-7baa58aa,6,2,
Sven Gabor Janszky,https://www.crunchbase.com/person/sven-gabor-janszky,"Individual/Angel, Investment Partner",9,,"Leipzig, Sachsen, Germany","Convertible Note, Debt, Early Stage Venture, Seed","Scientist, Chairman, Speaker, Investor, Author, Future Coach. I’m Founder and Chairman of the Germany based “2b AHEAD Group”, which is Europ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.janszky.com,https://www.linkedin.com/in/svengaborjanszky/,1,9,
Kilian Thalhammer,https://www.crunchbase.com/person/kilian-thalhammer,Individual/Angel,9,4,"Munich, Bayern, Germany",Seed,Kilian Thalhammer - Managing Partner @ Pearlscout,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/kilianthalhammer,8,,
Marc Stilke,https://www.crunchbase.com/person/marc-stilke,"Individual/Angel, Investment Partner",9,,"Berlin, Berlin, Germany",Seed,Marc Stilke,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/marcstilke,7,,
Dario Suter,https://www.crunchbase.com/person/dario-suter,Individual/Angel,9,3,"Berlin, Germany, Europe",Seed,Dario Suter,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,9,,
Dominik Richter,https://www.crunchbase.com/person/dominik-richter,Individual/Angel,8,1,"Berlin, Berlin, Germany",,"Dominik Richter is the Founder and Chief Executive Officer at HelloFresh. In 2011, Richter, alongside co-founders Thomas Griesel and Jessica...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/dominik-s-richter-905b7939/,8,,
Jonas Rieke,https://www.crunchbase.com/person/jonas-rieke,Individual/Angel,8,,"Munich, Bayern, Germany","Early Stage Venture, Seed",Jonas Rieke - Chief Operations Officer @ Personio,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/jonasrieke/,7,,
Raffael Johnen,https://www.crunchbase.com/person/raffael-johnen,Individual/Angel,8,2,"Düsseldorf, Nordrhein-Westfalen, Germany",Seed,"Raffael Johnen  is CEO and founding partner of auxmoney. Already during his business studies, Raffael Johnen founded his first startup compa...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/raffael-johnen-97942a,8,,
Sebastian Pollok,https://www.crunchbase.com/person/sebastian-pollok,"Individual/Angel, Investment Partner",8,1,"Berlin, Berlin, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture","Sebastian Pollok is Founding Partner of Visionaries Club, an early stage VC fund backed by leading European digital founders and family busi...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/sebastianpollok/,6,,
Christoph Behn,https://www.crunchbase.com/person/christoph-behn,"Individual/Angel, Investment Partner",8,1,"Hamburg, Hamburg, Germany","Early Stage Venture, Late Stage Venture, Seed, Venture",Christoph Behn is the Chairman & Founder of better ventures. He previously worked at Die Kartenmacherei as an Advisory Board & Founder. Chri...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://www.betterventures.io/,https://www.linkedin.com/in/christophbehn/,7,,
Sven Ahrens,https://www.crunchbase.com/person/sven-ahrens-235f,Individual/Angel,8,,"Berlin, Germany, Europe","Early Stage Venture, Seed","Former Chief Growth Officer at Muse (Audacity, Ultimate Guitar, MuseScore) and Director Global Growth at Spotify; supporting great founders ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://svenahrens.com,https://www.linkedin.com/in/svenahrens,7,,
David Khalil,https://www.crunchbase.com/person/david-khalil,Individual/Angel,8,3,"Berlin, Berlin, Germany",Seed,"David Khalil is an entrepreneur and business angel. Prior to that, he acted as interim CFO at flaschenpost GmbH from August 2016 to November...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/david-khalil-6a5b957/,7,,
Anna Alex,https://www.crunchbase.com/person/anna-alex,Individual/Angel,8,,"Berlin, Berlin, Germany",,In 2012 Anna together with her co-founder Julia launched OUTFITTERY with the vision to create a shopping experience for men that is convenie...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/anna-alex/,7,,
Ragnar Kruse,https://www.crunchbase.com/person/ragnar-kruse,Individual/Angel,8,2,"Hamburg, Hamburg, Germany",,"Ragnar Kruse is the CEO of AI.FUND, AI.Invest, AI.Hamburg and was the Chief Executive Officer and Co-Founder at Smaato Inc. As a serial entr...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/ragnarkruse/,8,,1
Christopher Zemina,https://www.crunchbase.com/person/christopher-zemina,"Individual/Angel, Investment Partner",8,3,"Berlin, Berlin, Germany",Venture,Christopher Zemina is a Co-Founder and CEO at Airbank. He attended University of St.Gallen.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/christopherzemina/,8,1,
Heiko Rauch,https://www.crunchbase.com/person/heiko-rauch,Individual/Angel,8,1,"Berlin, Berlin, Germany",Seed,Co-Founder of UFOstart,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,http://www.linkedin.com/in/heikorauch,7,,
Märt Kelder,https://www.crunchbase.com/person/mrt-kelder,Individual/Angel,8,,"Berlin, Berlin, Germany",Seed,founder at Voog.,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/martkelder,7,,
Félix Charif Schaal,https://www.crunchbase.com/person/felix-schaal,Individual/Angel,8,4,"Berlin, Germany, Europe","Early Stage Venture, Seed",Félix Charif Schaal is an engineer and angel investor based out of Europe. He co-founded the German direct marketing company [Berlin Promot...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,8,,
Torben Schreiter,https://www.crunchbase.com/person/torben-schreiter,"Individual/Angel, Investment Partner",8,,"Berlin, Berlin, Germany",Seed,Torben Schreiter Co-Founded Signavio GmbH in 2009 and serves as Co-Chief Executive Officer. Schreiter is responsible for Signavio’s operatio...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/torben-schreiter-3281a376,8,,
Johannes Schaback,https://www.crunchbase.com/person/johannes-schaback,Individual/Angel,8,,"Berlin, Berlin, Germany",,Johannes Schaback is the CTO of SumUp and was a Co-founder and CTO at Visual Meta. He attended Technische Universität Berlin and Shanghai Ji...,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/johannes-schaback-4940a526,8,,
Martin Ott,https://www.crunchbase.com/person/martin-ott,Individual/Angel,8,1,"Berlin, Berlin, Germany",,Martin Ott - CEO @ Taxfix,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/martinott11,7,,
Sven Fund,https://www.crunchbase.com/person/sven-fund-2,Individual/Angel,8,2,"Berlin, Berlin, Germany",Seed,Sven Fund - Managing Director @ Fullstopp,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/svenfund,8,,
Friedrich Georg Hoepfner,https://www.crunchbase.com/person/dr-friedrich-georg-hoepfner,Individual/Angel,8,1,"Karlsruhe, Baden-Wurttemberg, Germany",Seed,Friedrich Georg Hoepfner - Managing Director @ Hoepfner Brau,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,,6,1,
Constanze Buchheim,https://www.crunchbase.com/person/constanze-buchheim,Individual/Angel,8,3,"Berlin, Berlin, Germany","Early Stage Venture, Seed","Constanze Buchheim is a pioneering entrepreneur in Germany's digital economy and is regarded as a thought leader on the subject of ""future l...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://de.linkedin.com/in/constanzebuchheim/en,8,,1
Tillman Schulz,https://www.crunchbase.com/person/tillmann-schulz,Individual/Angel,8,,"Dortmund, Nordrhein-Westfalen, Germany",,Tillman Schulz,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,https://tillmanschulz.com/,https://www.linkedin.com/in/tillman-schulz-a95b70232/,8,2,
Gavin Wood,https://www.crunchbase.com/person/gavin-wood-2,Individual/Angel,8,,"Berlin, Berlin, Germany",,"Gavin Wood was the Chief Technology Officer and co-­founder of the Ethereum Project. He is the co-designer of the Ethereum Protocol, author ...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,http://gavwood.com,https://www.linkedin.com/in/gavin-wood-22b6a41a3,7,,
Jan Oberhauser,https://www.crunchbase.com/person/jan-oberhauser,Individual/Angel,7,,"Berlin, Berlin, Germany",,"Jan Oberhauser is the founder and CEO of n8n. Before Jan created n8n, he worked for many years in multiple roles for different VFX companies...","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,,https://www.linkedin.com/in/janoberhauser,7,,
