Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
University of Cambridge Enterprise,https://www.crunchbase.com/organization/university-of-cambridge-enterprise,"University Program, Venture Capital",103,4,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Cambridge Enterprise helps the University of Cambridge's researchers & academics to commercialise their ideas for the benefit of society.,"Europe, Middle East, and Africa (EMEA)",2006-01-01,year,https://www.enterprise.cam.ac.uk/,https://www.linkedin.com/company/cambridge-enterprise,66,38,1
Fabric Ventures,https://www.crunchbase.com/organization/fabric-ventures,Venture Capital,101,2,"London, England, United Kingdom","Early Stage Venture, Initial Coin Offering, Seed",Fabric Ventures is a venture capital firm that invests in scalable decentralized networks.,"Europe, Middle East, and Africa (EMEA)",2017-01-01,year,https://www.fabric.vc/,https://www.linkedin.com/company/fabricventures/,92,23,
The North West Fund,https://www.crunchbase.com/organization/north-west-fund,Venture Capital,101,10,"Warrington, Warrington, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Seed",The North West Fund is an investment fund established to provide debt and equity funding to small- and medium-sized enterprises.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.thenorthwestfund.co.uk,http://www.linkedin.com/company/the-north-west-fund,83,47,2
AA Sons,https://www.crunchbase.com/organization/aa-sons,"Family Investment Office, Venture Capital",100,10,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Alain Afflelou and Sons's Family Office,"Europe, Middle East, and Africa (EMEA)",2016-01-01,year,http://aasons.io/,https://www.linkedin.com/company/aa-and-sons,87,2,1
24 Haymarket,https://www.crunchbase.com/organization/24-haymarket,"Private Equity Firm, Venture Capital",99,11,"London, England, United Kingdom","Crowdfunding, Early Stage Venture, Private Equity, Seed, Venture",24 Haymarket is an investment network of highly experienced investors and senior operators.,"Europe, Middle East, and Africa (EMEA)",2012-01-01,year,http://24haymarket.com/,https://www.linkedin.com/company/24haymarket,60,39,
Kennet Partners,https://www.crunchbase.com/organization/kennet-venture-partners,"Private Equity Firm, Venture Capital",98,44,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Private Equity, Venture",Kennet Partners is a private equity investment firm that provides growth capital to information technology and business services companies.,"Europe, Middle East, and Africa (EMEA)",1997-01-01,year,http://www.kennet.com,https://www.linkedin.com/company/kennet-partners/,74,49,3
Mercia Asset Management,https://www.crunchbase.com/organization/mercia-asset-management,"Private Equity Firm, Venture Capital",98,16,"Henley In Arden, Warwickshire, United Kingdom","Debt, Early Stage Venture, Seed, Venture","Mercia Asset Management is an investment firm that specializes in incubation, seed EIS, mid-venture, and growth capital investments.","Europe, Middle East, and Africa (EMEA)",2010-01-01,year,https://www.mercia.co.uk/,https://www.linkedin.com/company/mercia-asset-management,65,61,1
Pi Labs,https://www.crunchbase.com/organization/pi-labs-2,"Accelerator, Venture Capital",97,9,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Pi Labs is the VC backing the innovators who are transforming our relationship with the built world.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.pilabs.vc,https://www.linkedin.com/company/pi-labs-ltd-,79,36,
Forward Partners,https://www.crunchbase.com/organization/forward-partners,Venture Capital,97,16,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Forward Partners is a venture capital investment firm that invests in startups through venture funding.,"Europe, Middle East, and Africa (EMEA)",2013-09-01,day,http://www.forwardpartners.com,https://www.linkedin.com/company/forward-partners-uk/,66,37,
Worth Capital,https://www.crunchbase.com/organization/worth-capital,"Micro VC, Venture Capital",97,2,"London, England, United Kingdom",Seed,Worth Capital - nurturing the brands of tomorrow,"Europe, Middle East, and Africa (EMEA)",2014-01-01,year,https://worthcapital.uk/,https://www.linkedin.com/company/worth-capital/,39,33,
Crane Venture Partners,https://www.crunchbase.com/organization/crane-venture-partners,Venture Capital,94,5,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",VC firm investing into seed and early stage intelligent enterprise and deep tech companies in Europe.,"Europe, Middle East, and Africa (EMEA)",2015-08-30,day,https://www.crane.vc/,https://www.linkedin.com/company/crane-venture-partners,57,44,
Kindred Capital,https://www.crunchbase.com/organization/kindredcapital,Venture Capital,93,8,"London, England, United Kingdom",Seed,Kindred is an early stage venture capital fund based in London that practises equitable venture.,"Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://www.kindredcapital.vc/,https://www.linkedin.com/company/kindred-capital-vc,53,28,
Pontaq,https://www.crunchbase.com/organization/pontaq,Venture Capital,92,,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","Pontaq is the first Venture Capital Fund manager focused on UK-India corridor, operating since 2015.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,https://www.pontaq.vc/,https://www.linkedin.com/company/pontaq/,91,12,
Wintermute Ventures,https://www.crunchbase.com/organization/wintermute-ventures,Venture Capital,91,1,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",Wintermute Ventures is an investor dedicated to supporting innovation in the blockchain ecosystem.,"Europe, Middle East, and Africa (EMEA)",2020-01-01,year,https://wintermute.com/ventures,,83,7,
Advent Venture Partners,https://www.crunchbase.com/organization/advent-venture-partners,Venture Capital,91,34,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Seed",Advent Venture Partners is a growth and venture capital investors in market-leading tech and life sciences businesses.,"Europe, Middle East, and Africa (EMEA)",1981-01-01,year,http://adventventures.com,https://www.linkedin.com/company/advent-venture-partners/,58,28,10
Cambridge Innovation Capital,https://www.crunchbase.com/organization/cambridge-innovation-capital,Venture Capital,89,9,"Cambridge, Cambridgeshire, United Kingdom","Early Stage Venture, Late Stage Venture, Seed, Venture",Cambridge Innovation Capital is a European venture capital firm that invests in life sciences and technology startups.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,https://www.cic.vc,https://www.linkedin.com/company/cambridge-innovation-capital,42,30,1
Mosaic Ventures,https://www.crunchbase.com/organization/mosaic-ventures,Venture Capital,89,24,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","We back founders who are reimagining the world. We invest $1-10m early, in those building daring adventures across Europe.","Europe, Middle East, and Africa (EMEA)",2014-07-01,day,http://www.mosaicventures.com/,http://www.linkedin.com/company/mosaic-ventures,64,25,6
Initial Capital,https://www.crunchbase.com/organization/initial-capital,Venture Capital,89,21,"London, England, United Kingdom","Early Stage Venture, Seed","Initial Capital is an investor in seed and early-stage technology companies with a focus on games, consumer services & technology enablers.","Europe, Middle East, and Africa (EMEA)",2010-10-06,day,http://www.initialcapital.com,http://www.linkedin.com/company/2154584,67,23,
Cogitent Ventures,https://www.crunchbase.com/organization/cogitent-ventures,"Investment Bank, Venture Capital",88,1,"London, England, United Kingdom",Early Stage Venture,Cogitent Ventures operates as a venture capital firm.,"Europe, Middle East, and Africa (EMEA)",2022-01-01,year,https://cogitent.ventures/,https://www.linkedin.com/company/cogitent-ventures/,83,3,
BACKED VC,https://www.crunchbase.com/organization/backed-vc,Venture Capital,85,8,"London, England, United Kingdom","Early Stage Venture, Seed, Venture","BACKED is the human-centric venture capital fund. We invest in exceptional founders, at Seed, in Europe.","Europe, Middle East, and Africa (EMEA)",2015-01-01,year,http://backed.vc/,https://www.linkedin.com/company/backed-vc,58,19,
Kingsway Capital,https://www.crunchbase.com/organization/kingsway-capital,Venture Capital,84,8,"London, England, United Kingdom","Convertible Note, Debt, Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Seed, Venture",Kingsway Capital is a investment management firm.,"Europe, Middle East, and Africa (EMEA)",2013-01-01,year,http://www.kingswaycap.com,,66,29,2
Concept Ventures,https://www.crunchbase.com/organization/concept-vc,"Micro VC, Venture Capital",82,2,"London, England, United Kingdom","Early Stage Venture, Seed","Concept Ventures is the UK's largest dedicated pre-seed fund, supporting founders building software for any vertical .","Europe, Middle East, and Africa (EMEA)",2018-01-01,year,https://conceptventures.vc,https://www.linkedin.com/company/conceptvc/,72,35,
Mouro Capital,https://www.crunchbase.com/organization/mouro-capital,Venture Capital,82,8,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",Mouro Capital is a venture capital firm backing entrepreneurs who are shaping the future of financial services.,"Europe, Middle East, and Africa (EMEA)",2019-09-11,day,https://www.mourocapital.com/,https://www.linkedin.com/company/mouro-capital/,46,27,
LVP,https://www.crunchbase.com/organization/london-venture-partners,Venture Capital,82,17,"London, England, United Kingdom","Early Stage Venture, Seed, Venture",London Venture Partners is a seed fund that focuses on the game ecosystem.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.londonvp.com,http://www.linkedin.com/company/london-venture-partners,54,26,1
Deepbridge Capital,https://www.crunchbase.com/organization/deepbridge-capital,Venture Capital,81,,"Chester, Cheshire, United Kingdom",Early Stage Venture,Deepbridge is a different kind of investment manager.,"Europe, Middle East, and Africa (EMEA)",2010-01-01,year,http://www.deepbridgecapital.com,https://www.linkedin.com/company/1315949,60,59,
Steadview Capital,https://www.crunchbase.com/organization/steadview-capital,"Hedge Fund, Private Equity Firm, Venture Capital",80,11,"London, England, United Kingdom","Early Stage Venture, Late Stage Venture, Post-Ipo",Steadview is a tech-focused investment firm that invests in technology oriented businesses.,"Europe, Middle East, and Africa (EMEA)",2009-05-13,day,http://steadview.com/,https://www.linkedin.com/company/steadview-capital,48,30,9
Flashpoint,https://www.crunchbase.com/organization/flashpointvc,"Secondary Purchaser, Venture Capital, Venture Debt",80,9,"London, England, United Kingdom","Debt, Early Stage Venture, Late Stage Venture, Secondary Market, Seed, Venture",Flashpoint is an international asset management firm investing in tech businesses.,"Europe, Middle East, and Africa (EMEA)",2012-04-12,day,http://www.flashpointvc.com/,https://www.linkedin.com/company/flashpointvc,49,48,
PROfounders Capital,https://www.crunchbase.com/organization/profounders-capital,Venture Capital,80,20,"London, England, United Kingdom","Early Stage Venture, Seed",PROfounders Capital is an early-stage VC backed by successful entrepreneurs and focused on investing in technology start-ups across Europe.,"Europe, Middle East, and Africa (EMEA)",2009-06-01,day,https://www.profounderscapital.com/,https://www.linkedin.com/company/profounders-capital/,54,23,
Redbus Ventures,https://www.crunchbase.com/organization/redbus-group,Venture Capital,79,4,"London, England, United Kingdom","Early Stage Venture, Seed",Redbus Group is an investment group that invests in early stage ventures and funds or acquires businesses that require restructuring.,"Europe, Middle East, and Africa (EMEA)",2002-07-02,day,http://www.redbus.uk/,https://www.linkedin.com/company/redbus-group/,64,2,3
Talis Capital,https://www.crunchbase.com/organization/talis-capital,Venture Capital,78,17,"London, England, United Kingdom","Early Stage Venture, Seed","Investing on behalf of a community of cross-sector entrepreneurs, we back founders who see the future differently.","Europe, Middle East, and Africa (EMEA)",2009-01-01,year,http://www.taliscapital.com,http://www.linkedin.com/company/talis-capital-limited,58,43,2
