Organization/Person Name,Organization/Person Name URL,Investor Type,Number of Investments,Number of Exits,Location,Investment Stage,Description,Regions,Founded Date,Founded Date Precision,Website,LinkedIn,Number of Portfolio Organizations,Number of Lead Investments,Number of Exits (IPO)
Acequia Capital (AceCap),https://www.crunchbase.com/organization/acequia-capital,Venture Capital,469,54,"Seattle, Washington, United States","Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",Acequia Capital is a tech-focused fund that began in Seattle.,"Greater Seattle Area, West Coast, Western US",2010-01-01,year,http://acecap.com,https://www.linkedin.com/company/acequia-capital/,323,19,13
Union Square Ventures,https://www.crunchbase.com/organization/union-square-ventures,Venture Capital,461,61,"New York, New York, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Union Square Ventures is a venture capital firm that focuses on early-stage, growth-capital, late-stage, and startup financing.","Greater New York Area, East Coast, Northeastern US",2003-01-01,year,http://www.usv.com,https://www.linkedin.com/company/union-square-ventures,218,196,13
Forum Ventures,https://www.crunchbase.com/organization/forumventures,"Accelerator, Venture Capital",459,38,"New York, New York, United States","Convertible Note, Early Stage Venture, Seed","Forum Ventures is a fund, program, platform, and community for B2B SaaS startups.","Greater New York Area, East Coast, Northeastern US",2012-01-01,day,https://www.forumvc.com/,http://www.linkedin.com/company/forumvc,390,146,
Notable Capital,https://www.crunchbase.com/organization/notable-capital-e2dd,Venture Capital,447,92,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Notable Capital is a venture capital firm investing in notable ideas, notable causes, and notable founders with global ambitions.","San Francisco Bay Area, Silicon Valley, West Coast",2000-01-01,year,https://notablecap.com,https://www.linkedin.com/company/notablecapital,231,160,30
Social Starts,https://www.crunchbase.com/organization/social-starts,"Micro VC, Venture Capital",441,75,"San Francisco, California, United States","Convertible Note, Early Stage Venture, Seed, Venture",Social Starts is a venture capital partnership that invests in companies focusing on emerging science.,"San Francisco Bay Area, West Coast, Western US",2012-01-01,year,http://socialstarts.com,https://www.linkedin.com/company/social-starts,340,10,1
Summit Partners,https://www.crunchbase.com/organization/summit-partners,"Private Equity Firm, Venture Capital",440,267,"Boston, Massachusetts, United States","Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Secondary Market, Seed, Venture","Summit Partners is an investment firm that is currently investing in to growth equity, fixed income, and public equity opportunities.","Greater Boston Area, East Coast, New England",1984-01-01,year,http://www.summitpartners.com,http://www.linkedin.com/company/summit-partners,387,146,80
Precursor Ventures,https://www.crunchbase.com/organization/precursor-ventures,"Micro VC, Venture Capital",438,44,"San Francisco, California, United States","Early Stage Venture, Seed",Precursor Ventures invests in people over product at the earliest stage of the entrepreneurial journey.,"San Francisco Bay Area, West Coast, Western US",2015-10-01,month,https://precursorvc.com/,https://www.linkedin.com/company/precursor-ventures/,358,50,
Flybridge,https://www.crunchbase.com/organization/flybridge-capital,Venture Capital,438,76,"Boston, Massachusetts, United States","Early Stage Venture, Late Stage Venture, Seed, Venture",Flybridge is a seed-stage venture capital firm investing with entrepreneurs to leverage the power of the community.,"Greater Boston Area, East Coast, New England",2002-01-01,year,http://www.flybridge.com,https://www.linkedin.com/company/flybridge-capital-partners/,197,113,6
Social Capital,https://www.crunchbase.com/organization/social-capital,Venture Capital,438,90,"Menlo Park, California, United States","Early Stage Venture, Initial Coin Offering, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed, Venture","We make big bets on transformational ideas, technology, and people.","San Francisco Bay Area, Silicon Valley, West Coast",2011-05-26,day,http://www.socialcapital.com,https://www.linkedin.com/company/social-capital-lp/,298,108,7
RA Capital Management,https://www.crunchbase.com/organization/ra-capital-management,"Private Equity Firm, Venture Capital",436,193,"Boston, Massachusetts, United States","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",RA Capital Management is an investment advisor specializing in the life-sciences and drug development sectors.,"Greater Boston Area, East Coast, New England",2001-01-01,year,http://www.racap.com,https://www.linkedin.com/company/ra-capital-management-llc,318,147,171
MassVentures,https://www.crunchbase.com/organization/massventures,Venture Capital,435,79,"Boston, Massachusetts, United States","Early Stage Venture, Grant, Late Stage Venture, Seed",MassVentures is a venture capital firm focused on supporting Massachusetts-based startups to prosper in their businesses.,"Greater Boston Area, East Coast, New England",1978-01-01,year,http://mass-ventures.com,https://www.linkedin.com/company/massventures,294,92,10
GSR Ventures,https://www.crunchbase.com/organization/gsr-ventures-management,Venture Capital,431,30,"Menlo Park, California, United States","Early Stage Venture, Private Equity, Seed, Venture",GSR Ventures focuses on technology companies developing AI-enabled technology.,"San Francisco Bay Area, Silicon Valley, West Coast",2004-01-01,year,http://www.gsrventures.com,https://www.linkedin.com/company/gsrventures,295,114,10
Shasta Ventures,https://www.crunchbase.com/organization/shasta-ventures,Venture Capital,430,96,"Portola Valley, California, United States","Early Stage Venture, Seed",Shasta Ventures is a venture capital firm that focuses on investing capital in enterprises.,"San Francisco Bay Area, West Coast, Western US",2004-01-01,year,https://www.shasta.vc,https://www.linkedin.com/company/shasta-ventures,228,128,5
Uncork Capital,https://www.crunchbase.com/organization/softtech-vc,Venture Capital,429,110,"San Francisco, California, United States","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture","Uncork Capital is a seed-stage venture capital firm that focuses on SaaS, consumer, marketplaces, hardware, and new technology startups.","San Francisco Bay Area, West Coast, Western US",2004-05-02,day,http://www.uncorkcapital.com,https://www.linkedin.com/company/uncorkcapital,235,82,6
InterWest Partners,https://www.crunchbase.com/organization/interwest-partners,Venture Capital,427,128,"Menlo Park, California, United States","Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",InterWest invests an average of about $7 - 15 million over the span of their involvement with each company in their portfolio.,"San Francisco Bay Area, Silicon Valley, West Coast",1979-01-01,year,http://www.interwest.com,https://www.linkedin.com/company/interwest-partners/,201,95,38
North Bridge Venture Partners & Growth Equity,https://www.crunchbase.com/organization/north-bridge-venture-partners,Venture Capital,422,113,"Wellesley, Massachusetts, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture","North Bridge provides seed-to-growth stage funding for businesses in several sectors such as software, communications and infrastructure.","Greater Boston Area, East Coast, New England",1994-01-01,year,http://www.northbridge.com/,http://www.linkedin.com/company/52734,183,134,14
Sierra Ventures,https://www.crunchbase.com/organization/sierra-ventures,Venture Capital,420,93,"San Mateo, California, United States","Early Stage Venture, Late Stage Venture, Seed",Sierra Ventures is an early-stage venture firm investing globally with a focus on next generation enterprise and emerging technologies.,"San Francisco Bay Area, Silicon Valley, West Coast",1982-01-01,year,http://www.sierraventures.com,http://www.linkedin.com/company/sierra-ventures,208,142,8
Upfront Ventures,https://www.crunchbase.com/organization/upfront-ventures,Venture Capital,416,81,"Santa Monica, California, United States","Debt, Early Stage Venture, Late Stage Venture, Seed, Venture",Upfront Ventures is the venture capital firm focusing on early-stage technology companies.,"Greater Los Angeles Area, West Coast, Western US",1996-01-01,year,http://upfront.com,https://www.linkedin.com/company/upfront-ventures,225,147,17
Western Technology Investment,https://www.crunchbase.com/organization/western-technology-investment,Venture Capital,406,144,"Portola Valley, California, United States","Debt, Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",Western Technology Investment is a venture capital firm that specializes in offering acquisition financing to revenue generating firms.,"San Francisco Bay Area, West Coast, Western US",1980-01-01,year,http://www.westerntech.com,https://www.linkedin.com/company/western-technology-investment/,349,44,24
NFX,https://www.crunchbase.com/organization/nfxcapital,"Accelerator, Venture Capital",406,36,"San Francisco, California, United States","Early Stage Venture, Seed",NFX operates as a pre-seed and seed stage VC that is transforming how true innovators are funded.,"San Francisco Bay Area, West Coast, Western US",2015-06-01,day,http://www.nfx.com,https://www.linkedin.com/company/nfx-guild/,270,204,3
Dreamit Ventures,https://www.crunchbase.com/organization/dreamit-ventures,Venture Capital,405,50,"Philadelphia, Pennsylvania, United States","Convertible Note, Early Stage Venture, Non Equity Assistance, Seed, Venture",Venture fund focused on startups with pilots or revenue that are ready to scale.,"Greater Philadelphia Area, Great Lakes, Northeastern US",2007-01-01,year,http://www.dreamit.com,http://www.linkedin.com/company/dreamit-ventures,331,87,
Oak Investment Partners,https://www.crunchbase.com/organization/oak-investment-partners,Venture Capital,405,126,"Wilton, Connecticut, United States","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed, Venture",Oak Investment Partners is a multi-stage venture capital and private equity firm that invests in high growth opportunities.,"East Coast, New England, Northeastern US",1978-01-01,year,https://www.oakvc.com,http://www.linkedin.com/company/oak-investment-partners,215,131,21
Draper Associates,https://www.crunchbase.com/organization/draper-associates-2,Venture Capital,400,64,"San Mateo, California, United States","Crowdfunding, Early Stage Venture, Non Equity Assistance, Private Equity, Seed, Venture",Draper Associates is an early-stage venture capital firm that invests in industry-transforming companies.,"San Francisco Bay Area, Silicon Valley, West Coast",2015-01-01,year,http://www.draper.vc,https://www.linkedin.com/company/draper-associates/,287,104,6
Correlation Ventures,https://www.crunchbase.com/organization/correlation-ventures,Venture Capital,399,83,"San Diego, California, United States","Early Stage Venture, Late Stage Venture, Seed, Venture","Correlation Ventures finances early, seed, and later stage venture, and debt financing investments and is based in California.","Greater San Diego Area, West Coast, Western US",2006-05-01,day,http://correlationvc.com,https://www.linkedin.com/company/1417265,288,7,12
