Funding ID,Organization Name,Funding Type,Money Raised,Announced Date,Lead Investors,Number of Investors,Investor Names,Company ID
002967,Sentryc,Series A,5000000.0,2022-07-12,Seventure Partners,2.0,"['Seventure Partners', 'Tar Heel Capital Pathfinder']",000936
002968,Seven Senders,Venture - Series Unknown,,2022-11-30,,3.0,"['b2venture', 'Swiss Post', 'Yttrium']",000000
002969,Sharpist,Series A,20290000.0,2022-02-15,"Capnamic Ventures, Endeit Capital",7.0,"['b2venture', 'Capnamic Ventures', 'Endeit Capital', 'Founders Future', 'Julien Codorniou', 'Porsche Ventures', 'Vorwerk Ventures']",000940
002970,SIGDEV,Private Equity,7800000.0,2022-02-04,,,[''],000000
002971,Silber Salon,Pre-Seed,1000000.0,2022-12-09,,3.0,"['FJ Labs', 'IBB Ventures', 'WestTech Ventures']",000000
002972,Silica Corpora,Grant,38000.0,2022-08-20,,,[''],000000
002973,Sirius,Pre-Seed,,2022-09-01,,1.0,['Louis Pfitzner'],000000
002974,SIRPLUS,Seed,,2022-10-06,,1.0,['SevenAccelerator'],000955
002975,Skillties,Pre-Seed,160000.0,2022-10-30,,2.0,"['allygatr', 'Anonymous Angel']",000000
002976,SKYSEED,Seed,2000000.0,2022-05-04,kopa ventures,10.0,"['Benjamin Minack', 'better ventures', 'CK Venture Capital', 'Frederik Pfisterer', 'Gabriel von dem Bussche', 'kopa ventures', 'Lucas von Fürstenberg', 'Michael Hetzer', 'Ralph Guenther', 'Rivus Capital']",000000
002977,SKYSEED,Pre-Seed,,2022-03-01,,1.0,['Loric Ventures'],000000
002978,Smarketer,Private Equity,,2022-02-01,EMH Partners,1.0,['EMH Partners'],000000
002979,Snaplet,Pre-Seed,100000.0,2022-07-12,Jamstack Innovation Fund,3.0,"['Firestreak Ventures', 'Jamstack Innovation Fund', 'Jeremy Yap']",000000
002980,Snaplet,Pre-Seed,,2022-11-04,,,[''],000000
002981,Soba,Seed,13600000.0,2022-06-29,Lightspeed Venture Partners,9.0,"['Cherry Ventures', 'FTX Ventures', 'Jack Dunlop', 'Lightspeed Venture Partners', 'Matthew Haag', 'Point Nine', 'Tim Evans', 'TQ Ventures', 'Álvaro González de Buitrago Burgoa']",000971
002982,Softr,Series A,13500000.0,2022-01-18,FirstMark,26.0,"['Andreas Klinger', 'Andrey Khusid', 'Ashley Mayer', 'Atlantic Labs', 'Austen Allred', 'Brian Balfour', 'Christian Reber', 'Cindy Bi', 'Cristina Cordova', 'Elena Verna', 'Fareed Mosavat', 'FirstMark', 'Gokul Rajaram', 'Jaclyn Rice Nelson', 'Job van der Voort', 'Johnny Boufarhat', 'Julian Shapiro', 'Karthik Puvvada', 'Kieran Flanagan', 'Koen Bok', 'Packy McCormick', 'Paul Yacoubian', 's16vc', 'Scott Belsky', 'Shane Mac', 'Tiny VC']",000972
002983,Solandeo,Seed,,2022-03-22,,1.0,['Brandenburg Kapital'],000000
002984,Solaris,Series E,40000000.0,2022-01-01,,,[''],000974
002985,Solsten,Series B,21800000.0,2022-08-18,Konvoy,9.0,"['Bascom Ventures', 'Dentsu Ventures', 'Galaxy Interactive', 'GFR Fund', 'Inventure', 'Konvoy', 'Sisu Game Ventures', 'Warburg Serres Investments', 'Washington Harbour Partners']",000976
002986,Solytic,Venture - Series Unknown,2000000.0,2022-03-16,EWE AG,2.0,"['EWE AG', 'PGE Ventures']",000978
002987,SpecterX,Seed,,2022-03-01,,1.0,['4G Capital'],000982
002988,Sphaira,Seed,2200000.0,2022-09-20,,4.0,"['Caroll H. Neubauer', 'Florian Meissner', 'Investitionsbank Berlin', 'Silke Rickert Sperling']",000000
002989,Spoke.ai (acq. by Salesforce),Angel,400000.0,2022-09-01,,,[''],000000
002990,Spoke.ai (acq. by Salesforce),Grant,970000.0,2022-09-01,,,[''],000000
002991,SportsFan,Seed,,2022-05-05,,1.0,['Startupbootcamp Australia'],000990
002992,SQIN,Pre-Seed,,2022-05-23,,7.0,"['A Round Capital', 'Accel', 'APX', 'Jens Apermann', 'Michael Schummert', 'Thomas Faschian', 'Thomas Hayo']",000996
002993,Stratosphere Games,Venture - Series Unknown,,2022-08-22,"1Up Ventures, Riot Games, Skycatcher",3.0,"['1Up Ventures', 'Riot Games', 'Skycatcher']",001005
002994,Stratosphere Games,Grant,,2022-08-22,German Games Fund,1.0,['German Games Fund'],001005
002995,STRAYZ,Pre-Seed,750000.0,2022-06-01,,4.0,"['Business Angels Club Berlin-Brandenburg e.V.', 'GERBER-RAUTH', 'Justus Hammer', 'Philip Huffmann']",000000
002996,STRYZA,Pre-Seed,,2022-08-01,,2.0,"['APX', 'Pitchdrive']",000000
002997,Sunhero,Seed,3500000.0,2022-02-14,Speedinvest,4.0,"['Acurio Ventures', 'Kintxo Cortés', 'Manu Gupta', 'Speedinvest']",000000
002998,Superchat,Series A,15600000.0,2022-01-12,Blossom Capital,2.0,"['468 Capital', 'Blossom Capital']",000000
002999,Superlist,Seed,10000000.0,2022-03-22,EQT Ventures,2.0,"['Cherry Ventures', 'EQT Ventures']",000000
003000,SureIn,Pre-Seed,,2022-05-23,Atlantic Labs,2.0,"['Atlantic Labs', 'Sequoia Capital']",000000
003001,Swaarm,Seed,,2022-08-01,STS Ventures,1.0,['STS Ventures'],000000
003002,Swobbee,Series A,6000000.0,2022-03-09,EIT InnoEnergy,1.0,['EIT InnoEnergy'],001010
003003,sykell,Pre-Seed,,2022-08-16,,1.0,['Rewe Group'],000000
003004,sykell,Angel,,2022-01-08,,2.0,"['B Holding', 'Honey Badger Capital OÜ']",000000
003005,Taledo,Seed,,2022-03-01,,1.0,['Schürfeld Group'],001017
003006,Tapline,Pre-Seed,1700000.0,2022-12-07,"Fasanara Capital, V-Sharp Venture Studio",7.0,"['365.fintech', 'Antler', 'Black Pearls VC', 'DEPO Ventures', 'Fasanara Capital', 'Impetus Capital', 'V-Sharp Venture Studio']",000000
003007,Tapline,Pre-Seed,,2022-03-01,,,[''],000000
003008,Taxfix,Series D,220000000.0,2022-04-28,Ontario Teachers' Pension Plan,6.0,"['Creandum', 'Index Ventures', 'KAAN Ventures', ""Ontario Teachers' Pension Plan"", 'redalpine', 'Valar Ventures']",001022
003009,tenac.io,Seed,700000.0,2022-03-31,Sir Michael Hintze,2.0,"['Sir Michael Hintze', 'Tanegra LLC Series H']",001025
003010,Text Cortex AI,Pre-Seed,1200000.0,2022-06-21,b2venture,5.0,"['Amar Shah', 'b2venture', 'Entrepreneur First', 'Holger Hengstler', 'Speedinvest']",000000
003011,The Rainforest Company,Venture - Series Unknown,36000000.0,2022-12-16,Kaltroco LTD,4.0,"['Corecam Family Office', 'Futury Capital', 'Green Generation Fund', 'Kaltroco LTD']",001031
003012,theblood,Pre-Seed,1000000.0,2022-12-31,,1.0,['Leanox Impact Capital'],000000
003013,Tilores,Seed,1200000.0,2022-01-27,,7.0,"['Chris Schagen', 'Enduring Ventures', 'First Momentum Ventures', 'Jan Oberhauser', 'Nicolas Kipp', 'Peak', 'Tiny VC']",000000
003014,Tilta,Pre-Seed,,2022-05-06,10x Founders,3.0,"['10x Founders', 'Angel Invest', 'Marko Wenthin']",000000
003015,tip me - the global tip,Pre-Seed,,2022-04-01,"Anonymous Angel, CONDA Crowdinvesting Österreich, Gründerstipendium.NRW, Stellar Development Foundation",5.0,"['Anonymous Angel', 'CONDA Crowdinvesting Österreich', 'Deutschen Bundesstiftung Umwelt', 'Gründerstipendium.NRW', 'Stellar Development Foundation']",001044
003016,TME Pharma,Post-IPO Debt,17000000.0,2022-01-02,Atlas Special Opportunities,1.0,['Atlas Special Opportunities'],000000
003017,Tomorrow University of Applied Sciences,Seed,3400000.0,2022-02-21,,3.0,"['Emerge', 'Mediahuis', 'Verena Pausder']",000000
003018,topi,Series A,15000000.0,2022-08-31,"Creandum, Index Ventures",2.0,"['Creandum', 'Index Ventures']",000000
003019,Trade Republic,Series C,250000000.0,2022-06-03,Ontario Teachers' Pension Plan,1.0,"[""Ontario Teachers' Pension Plan""]",001049
003020,tripleye,Grant,2498562.0,2022-06-15,European Innovation Council,1.0,['European Innovation Council'],000000
003021,tripleye,Venture - Series Unknown,,2022-06-15,European Innovation Council,1.0,['European Innovation Council'],000000
003022,Twain,Pre-Seed,4000000.0,2022-05-23,Sequoia Capital,9.0,"['David Nothacker', 'David Okuniev', 'Foreword Ventures', 'Julius Koehler', 'Nicolaus Schefenacker', 'Sequoia Capital', 'System.One', 'Tarek Muller', 'TQ Ventures']",000000
003023,Twain,Pre-Seed,490000.0,2022-01-20,,7.0,"['Andreas Kupke', 'Calm/Storm Ventures', 'Jan Oberhauser', 'Johann ""Hansi"" Hansmann', 'Julius Göllner', 'Robin Behlau', 'Tiny VC']",000000
003024,twinwin,Pre-Seed,325000.0,2022-03-31,,,[''],000000
003025,Tyles,Pre-Seed,1400000.0,2022-09-21,,10.0,"['APX', 'Diaspora Ventures', 'Jan Hendrik Ansink', 'Jens Jens', 'Lars Kamp', 'Martin Sinner', 'NCA', 'Slingshot Ventures', 'Venista Ventures', 'Vincent Peters']",000000
003026,Tyles,Pre-Seed,,2022-01-01,Million Ventures,1.0,['Million Ventures'],000000
003027,Uify,Seed,,2022-03-01,,1.0,['Philipp Herkelmann'],000000
003028,Uify,Seed,,2022-09-20,,4.0,"['Cherry Ventures', 'Chris Schagen', 'Everywhere Ventures', 'Visionaries Club']",000000
003029,Una Health,Convertible Note,,2022-06-17,,2.0,"['Plug and Play', 'WDH Investments']",000000
003030,unea,Pre-Seed,2300000.0,2022-02-22,,11.0,"['Benita Krahforst', 'Christian Dereser', 'Daniel Khachab', 'IBB Ventures', 'Katharina Kurz', 'Marcus Borner', 'Moritz Kreppel', 'Philipp Petrescu', 'Philipp Westermeyer', 'Torben Schreiter', 'True Growth Capital']",000000
003031,Unstoppable Finance,Series A,12500000.0,2022-08-10,Lightspeed Venture Partners,7.0,"['BACKED VC', 'Discovery Ventures', 'Fabric Ventures', 'Inflection.xyz', 'Lightspeed Venture Partners', 'RockawayX', 'Speedinvest']",000000
003032,Upvest,Series B,42000000.0,2022-06-16,Bessemer Venture Partners,8.0,"['10x Group', 'ABN AMRO Ventures', 'Bessemer Venture Partners', 'Earlybird Venture Capital', 'Maximilian Tayenthal', 'Notion Capital', 'Partech', 'Speedinvest']",001066
003033,Urbify,Seed,2250000.0,2022-06-01,Ralf Huep,1.0,['Ralf Huep'],001070
003034,Vaayu,Seed,11500000.0,2022-04-20,Atomico,5.0,"['Atomico', 'Bryant Chou', 'CapitalT', 'Cristina Stenbeck', 'Seven Seven Six']",000000
003035,Vara,Series A,4500000.0,2022-10-25,"EQT, VI Partners",6.0,"['EQT', 'Med 360°', 'Merantix Capital', 'Plug and Play', 'Think.Health', 'VI Partners']",001078
003036,Vara,Series A,,2022-07-08,,1.0,['Plug and Play'],001078
003037,Vay,Angel,,2022-03-28,,1.0,['Gustav Söderström'],001079
003038,Veecle,Pre-Seed,500000.0,2022-05-01,,,[''],000000
003039,VeriPeri,Pre-Seed,170000.0,2022-03-10,Antler,1.0,['Antler'],000000
003040,VIMMO,Seed,,2022-04-04,,1.0,['GC Ventures'],000000
003041,Violet,Seed,,2022-04-05,,6.0,"['Balderton Capital', 'BlueYard Capital', 'Ethereal Ventures', 'FinTech Collective', 'Frontline Ventures', 'Inflection.xyz']",000000
003042,Vivid,Series C,100000000.0,2022-02-07,Greenoaks,3.0,"['Greenoaks', 'Ribbit Capital', 'SoftBank Vision Fund']",000000
003043,VlyFoods,Series A,2150000.0,2022-10-01,,1.0,['Ilavska Vuillermoz Capital'],001095
003044,voiio,Seed,,2022-07-20,Ananda Impact Ventures,2.0,"['Ananda Impact Ventures', 'Steffen Zoller']",001096
003045,Voxalyze,Pre-Seed,1200000.0,2022-05-03,,3.0,"['Capnamic Ventures', 'Paul Müller', 'seed + speed Ventures']",000000
003046,Vyld,Pre-Seed,25000.0,2022-09-22,,1.0,['Impact Shakers'],000000
003047,w3.fund,Pre-Seed,,2022-01-04,,1.0,['Thomas Witt'],000000
003048,WAANDA,Pre-Seed,24000.0,2022-01-18,Reaktor Berlin,1.0,['Reaktor Berlin'],000000
003049,WAANDA,Pre-Seed,170000.0,2022-12-01,,2.0,"['Earlybird Venture Capital', 'Tobias Wittich']",000000
003050,WAKU Robotics,Seed,,2022-12-02,,1.0,['Deeptech Labs'],001098
003051,WAKU Robotics,Seed,1500000.0,2022-08-03,,6.0,"['BITO CAMPUS', 'Franz Humer', 'Pi Labs', 'Plug & Play Mexico', 'Schauenburg Ventures GmbH', 'TGFS - Technologiegründerfonds Sachsen']",001098
003052,Warehousing1,Series A,10000000.0,2022-04-07,"Aster, Schenker Ventures",5.0,"['Aster', 'Base10 Partners', 'HV Capital', 'Schenker Ventures', 'Wille Finance']",001099
003053,We Do Solar,Pre-Seed,,2022-05-10,,1.0,['Leanox Impact Capital'],000000
003054,wefox,Series D,400000000.0,2022-07-11,Mubadala,9.0,"['EDBI', 'Eurazeo', 'Horizons Ventures', 'LGT group', 'Lightrock', 'Mubadala', 'OMERS Ventures', 'Target Global', 'The Delta']",001103
003055,Whal3s,Pre-Seed,100000.0,2022-09-21,,1.0,['Outlier Ventures'],000000
003056,What The Food,Pre-Seed,1000000.0,2022-01-31,,,[''],000000
003057,Winkt,Pre-Seed,,2022-02-01,,,[''],000000
003058,Winkt,Seed,,2022-11-15,,,[''],000000
003059,Wombat,Seed,,2022-11-01,,1.0,['Cetacean Capital'],001109
003060,Workbee,Angel,,2022-03-30,,4.0,"['Emma Tracey', 'Jan Dzulko', 'Marc Müller', 'Olav Sehlbach']",001112
003061,Workist,Series A,9000000.0,2022-09-20,Earlybird Venture Capital,4.0,"['468 Capital', 'another.vc', 'Earlybird Venture Capital', 'LEA Partners']",001113
003062,WorkMotion,Series B,40000000.0,2022-06-22,Canaan Partners,6.0,"['Activant Capital', 'Canaan Partners', 'GR Capital', 'Heliad AG', 'Picus Capital', 'XAnge']",000000
003063,World,Series B,100000000.0,2022-03-23,Andreessen Horowitz,5.0,"['Andreessen Horowitz', 'CoinFund', 'Hydrazine Capital', 'Khosla Ventures', 'Tiger Global Management']",001114
003064,wyldr,Pre-Seed,,2022-01-01,,,[''],000000
003065,XbyX® – Women in Balance,Seed,,2022-01-01,,1.0,['Auxxo'],001120
003066,Yaak Technologies ApS,Seed,7300000.0,2022-02-17,"First Fellow Partners, Maki.vc",4.0,"['First Fellow Partners', 'Forward Venture Capital', 'Maki.vc', 'PSV']",001124
003067,YGO Trips,Angel,,2022-10-01,,,[''],000000
003068,Yoffix,Seed,550000.0,2022-05-19,,1.0,['NRG Ventures'],000000
003069,yolla!,Pre-Seed,,2022-05-01,,,[''],000000
003070,yoona.ai,Grant,980000.0,2022-03-01,,,[''],000000
003071,yoona.ai,Pre-Seed,50000.0,2022-10-31,,1.0,['EXPERT DOJO'],000000
003072,Yuno,Seed,,2022-06-02,,4.0,"['468 Capital', 'Atlantic Labs', 'Florian Leibert', 'Lea-Sophie Cramer']",000000
003073,zebrapass,Pre-Seed,50000.0,2022-09-01,Arweave,1.0,['Arweave'],000000
003074,zebrapass,Pre-Seed,100000.0,2022-10-01,Google,1.0,['Google'],000000
003075,zebrapass,Pre-Seed,48000.0,2022-10-07,,,[''],000000
003076,Zenjob,Series D,45000000.0,2022-02-22,Aragon Global Management,5.0,"['Acton Capital', 'Aragon Global Management', 'Atlantic Labs', 'AXA Venture Partners', 'Forestay Capital']",001136
003077,zolar,Series C,100000000.0,2022-05-19,"Energy Impact Partners, GIC",6.0,"['Energy Impact Partners', 'GIC', 'Heartcore Capital', 'Inven Capital', 'Pirate Impact', 'Statkraft Ventures']",001142
003078,zolar,Series C,,2022-01-26,,1.0,['AENU'],001142
003079,bezahl.de,Series B,22000000.0,2024-03-20,PayPal Ventures,4.0,"['Motive Ventures', 'PayPal Ventures', 'Seaya', 'Walter Ventures']",001200
003080,CROWDFOX,Venture - Series Unknown,,2024-02-15,Marcell Vollmer,1.0,['Marcell Vollmer'],000000
003081,DeepL,Venture - Series Unknown,300000000.0,2024-05-22,Index Ventures,6.0,"['Atomico', 'ICONIQ Growth', 'Index Ventures', 'IVP', 'Teachers’ Venture Growth', 'WiL (World Innovation Lab)']",001211
003082,DeepSkill,Seed,1500000.0,2024-06-05,Bettina Volkens,3.0,"['Bettina Volkens', 'HTGF | High-Tech Gruenderfonds', 'Kienbaum Consultants International']",000000
003083,DISCO Pharmaceuticals,Seed,20000000.0,2024-01-16,Sofinnova Partners,4.0,"['AbbVie', 'M Ventures', 'Panakes Partners', 'Sofinnova Partners']",000000
003084,ECEON Robotics,Pre-Seed,,2024-03-01,,1.0,['Vitosha Venture Partners'],000000
003085,epilot,Venture - Series Unknown,10000000.0,2024-07-10,Expedition Growth Capital,1.0,['Expedition Growth Capital'],001218
003086,eyva.ai,Seed,2750000.0,2024-12-13,"Earlybird Venture Capital, WENVEST Capital",7.0,"['Earlybird Venture Capital', 'Robin Capital', 'Super Angels', 'True.', 'WENVEST Capital', 'WEPA Ventures', 'xdeck']",001220
003087,foodforecast,Seed,3000000.0,2024-09-30,"Future Food Fund, SCALEHOUSE Capital",4.0,"['Aeronaut Invest', 'Blue Horizon Corporation', 'Future Food Fund', 'SCALEHOUSE Capital']",001225
003088,hellgrün,Pre-Seed,500000.0,2024-06-25,,15.0,"['Bernhard Beck Beck', 'Bernhard Wardin', 'Christoph Bänziger', 'Christoph Prestele', 'CLAUS WOHLGEMUTH', 'Dominik Hohenleitner', 'Florian Meyer Delpho', 'Hans-Peter Villis', 'Joan Dyckhoff-Schlieker', 'Moritz Waldstein', 'Niklas Kurzer', 'Philipp Waldstein', 'Thomas Hollwedel', 'Thomas Nowak', 'Tobias Schuett']",000000
003089,HR Autopilot,Venture - Series Unknown,,2024-05-22,allygatr,1.0,['allygatr'],000000
003090,Intentify,Pre-Seed,,2024-02-14,Outlier Ventures,3.0,"['Borderless Capital', 'Outlier Ventures', 'Wormhole Foundation']",000000
003091,JUPUS,Seed,1300000.0,2024-05-28,HTGF | High-Tech Gruenderfonds,7.0,"['Combination VC', 'Felix Plog', 'Georg Puschel', 'HTGF | High-Tech Gruenderfonds', 'Kilian Kaminski', 'Philipp Hammerich', 'Stefan C. Schicker']",000000
003092,LANXESS,Post-IPO Debt,800000000.0,2024-09-26,,,[''],000000
003093,Lumoview Building Analytics,Seed,,2024-02-28,EIC Accelerator,1.0,['EIC Accelerator'],001238
003094,Midnight technology,Series A,50000.0,2024-05-19,,,[''],001244
003095,MINDZEIT®,Seed,,2024-03-31,,1.0,['Plug and Play Insurtech'],001245
003096,mogenius,Seed,2500000.0,2024-07-18,"CONCEPTUM Beteiligungsgesellschaft mbH, seed + speed Ventures, Smart Infrastructure Ventures ('SIVentures')",3.0,"['CONCEPTUM Beteiligungsgesellschaft mbH', 'seed + speed Ventures', ""Smart Infrastructure Ventures ('SIVentures')""]",000000
003097,NaroIQ,Pre-Seed,2700000.0,2024-02-26,"Discovery Ventures, La Famiglia",5.0,"['Angel Invest', 'Discovery Ventures', 'La Famiglia', 'Robin Capital', 'Sequoia Capital']",000000
003098,PyroCCS,Grant,20000.0,2024-07-23,remove's Accelerator Program,1.0,"[""remove's Accelerator Program""]",000000
003099,socialbnb,Angel,,2024-10-18,,4.0,"['Gero Ritzenhöfer', 'Heiko von Tschischwitz', 'Rolf Schromgens', 'Wilfried Gillrath']",000000
003100,Spot My Energy,Seed,10500000.0,2024-12-11,Norrsken VC,3.0,"['Norrsken VC', 'Picus Capital', 'Vorwerk Ventures']",000000
003101,Sunhat,Seed,3000000.0,2024-02-27,EnBW New Ventures,4.0,"['Capnamic Ventures', 'EnBW New Ventures', 'WEPA Ventures', 'xdeck']",000000
003102,Vytal,Venture - Series Unknown,6200000.0,2024-06-28,Emerald Technology Ventures,6.0,"['Chi Impact Capital', 'Emerald Technology Ventures', 'Grazia Equity', 'Kiko Ventures', 'Rubio Impact Ventures', 'VENTIS CAPITAL']",001273
003103,W1NNAS,Pre-Seed,370000.0,2024-05-06,,8.0,"['Arndt Wippert', 'Christian Zott', 'Florian Hoffmann', 'Johannes Meyer', 'Lucas Teuchner', 'Stefan Bauer', 'Thomas Sailer', 'Willy Umland']",000000
003104,Xaver,Pre-Seed,5690000.0,2024-03-19,"Cavalry Ventures, Motive Partners",20.0,"['22 Capital', 'blueworld.group', 'Cavalry Ventures', 'Elmar Broscheit', 'Felix Ohswald', 'Gleb Tritus', 'Interface Capital', 'Jessica Holzbach', 'Mario Götze', 'Martin Blessing', 'Matthias Setzer', 'Michael Wax', 'Motive Partners', 'Notion Capital', 'Patrick Andrae', 'Raffaele Terrone', 'Robin Capital', 'Sequoia Capital', 'The Delta', 'Tushar Ahluwalia']",000000
003105,5Analytics,Seed,800000.0,2017-10-11,HTGF | High-Tech Gruenderfonds,3.0,"['HTGF | High-Tech Gruenderfonds', 'MBG Baden Wuerttemberg', 'Wayra']",001143
003106,abaXX Technology,Venture - Series Unknown,,2019-04-15,,1.0,['Nimble Ventures'],000000
003107,ACTIMI,Pre-Seed,178000.0,2021-08-18,,,[''],000000
003108,ACTIMI,Pre-Seed,200000.0,2021-10-04,,,[''],000000
003109,AERVIDEO,Seed,150000.0,2019-07-30,,1.0,['Rock B(r)and'],001144
003110,AIMO,Seed,15000.0,2017-04-26,,3.0,"['seed + speed Ventures', 'Startupbootcamp', 'Startupbootcamp InsurTech London']",000000
003111,AnyDesk,Series A,6500000.0,2018-05-15,EQT Ventures,3.0,"['Andreas Burike', 'Chris Hitchen', 'EQT Ventures']",000000
003112,AnyDesk,Series C,60000000.0,2021-11-16,General Atlantic,4.0,"['EQT Ventures', 'General Atlantic', 'Insight Partners', 'Possible Ventures']",000000
003113,AnyDesk,Venture - Series Unknown,,2020-01-22,Insight Partners,2.0,"['EQT Ventures', 'Insight Partners']",000000
003114,ASCon Systems,Venture - Series Unknown,,2023-11-15,BMW i Ventures,1.0,['BMW i Ventures'],001145
003115,asellerate,Series A,,2024-02-26,,6.0,"['Bosch', 'Continental', 'FIEGE', 'Liqui Moly', 'MANN+HUMMEL', 'SKF Group']",001146
003116,asellerate,Pre-Seed,,2019-05-01,,4.0,"['Continental', 'MAHLE', 'MANN+HUMMEL', 'SKF Group']",001146
003117,asellerate,Seed,,2021-05-03,FIEGE,1.0,['FIEGE'],001146
003118,asellerate,Venture - Series Unknown,,2018-03-29,,1.0,['MAHLE'],001146
003119,Assemblio,Seed,2100000.0,2024-02-28,LEA Partners,11.0,"['Cross Atlantic Angels', 'Gerhard Berger', 'Gerhard Knoch', 'Gunter Deppner', 'Helmut Imhof', 'Integra Fund', 'Jens Horstmann', 'LEA Partners', 'Michael Kofluk', 'Mätch VC', 'SilverScale Capital']",000000
003120,asvin.io,Grant,1900000.0,2022-10-01,,,[''],001147
003121,asvin.io,Seed,,2019-11-10,,1.0,['CV VC'],001147
003122,asvin.io,Seed,2050000.0,2022-02-08,,2.0,"['Blockrocket', 'coinIX']",001147
003123,Aucobo,Series A,,2019-07-10,"10X Investments, Speedinvest",2.0,"['10X Investments', 'Speedinvest']",001148
003124,autoRetouch,Seed,3200000.0,2021-01-26,Breuninger,1.0,['Breuninger'],000000
003125,AX Semantics,Seed,,2018-10-15,,1.0,['Plug and Play'],001149
003126,AX Semantics,Seed,,2017-09-01,,3.0,"['Müller Medien', 'Nordwest-Zeitung', 'pd ventures']",001149
003127,AX Semantics,Series A,,2019-07-01,Airbridge Equity Partners,2.0,"['Airbridge Equity Partners', 'Plug and Play']",001149
003128,AX Semantics,Venture - Series Unknown,,2020-06-01,,1.0,['Plug and Play'],001149
003129,AX Semantics,Seed,,2018-01-14,,3.0,"['Müller Medien', 'Nordwest-Zeitung', 'pd ventures']",001149
003130,AZOWO,Seed,3500000.0,2018-06-13,Project A Ventures,2.0,"['MBG Baden Wuerttemberg', 'Project A Ventures']",001150
003131,AZOWO,Seed,1300000.0,2021-04-01,,,[''],001150
003132,AZOWO,Series A,10000000.0,2022-11-02,AEW Energie,4.0,"['AEW Energie', 'MBG Baden Wuerttemberg', 'Project A Ventures', 'Start-up BW Innovation Fonds']",001150
003133,Babybe,Convertible Note,,2018-11-18,,2.0,"['HAX', 'SOSV']",000000
003134,Babybe,Convertible Note,,2017-10-31,,2.0,"['HAX', 'SOSV']",000000
